,taster_name,taster_twitter_handle,points
54558,,,88
54559,Roger Voss,@vossroger,88
54560,Roger Voss,@vossroger,88
54561,Michael Schachner,@wineschach,88
54562,Joe Czerwinski,@JoeCz,88
54563,,,88
54564,Virginie Boone,@vboone,88
54565,Virginie Boone,@vboone,88
54566,,,88
54567,,,88
54568,Roger Voss,@vossroger,88
54569,Roger Voss,@vossroger,88
54570,Joe Czerwinski,@JoeCz,88
54571,,,88
54572,Roger Voss,@vossroger,88
54573,Roger Voss,@vossroger,88
54574,Paul Gregutt,@paulgwine ,88
54575,,,88
54576,Roger Voss,@vossroger,88
54577,,,88
54578,,,88
54579,,,88
54580,,,88
54581,,,88
54582,,,88
54583,,,88
54584,Roger Voss,@vossroger,88
54585,Roger Voss,@vossroger,88
54586,Roger Voss,@vossroger,88
54587,Roger Voss,@vossroger,88
54588,,,88
54589,Michael Schachner,@wineschach,88
54590,Michael Schachner,@wineschach,85
54591,Michael Schachner,@wineschach,84
54592,Roger Voss,@vossroger,84
54593,Susan Kostrzewa,@suskostrzewa,84
54594,,,84
54595,,,84
54596,,,84
54597,Michael Schachner,@wineschach,84
54598,,,84
54599,,,84
54600,Michael Schachner,@wineschach,84
54601,,,84
54602,Joe Czerwinski,@JoeCz,84
54603,,,84
54604,,,84
54605,Michael Schachner,@wineschach,84
54606,Michael Schachner,@wineschach,84
54607,Susan Kostrzewa,@suskostrzewa,84
54608,Paul Gregutt,@paulgwine ,90
54609,Joe Czerwinski,@JoeCz,90
54610,,,90
54611,Michael Schachner,@wineschach,90
54612,,,90
54613,Paul Gregutt,@paulgwine ,90
54614,Paul Gregutt,@paulgwine ,90
54615,Roger Voss,@vossroger,90
54616,,,90
54617,Roger Voss,@vossroger,90
54618,Michael Schachner,@wineschach,90
54619,,,90
54620,,,90
54621,Roger Voss,@vossroger,90
54622,,,90
54623,,,90
54624,,,90
54625,,,90
54626,,,90
54627,Roger Voss,@vossroger,90
54628,,,90
54629,,,90
54630,,,90
54631,Joe Czerwinski,@JoeCz,90
54632,,,90
54633,,,90
54634,,,90
54635,,,90
54636,Joe Czerwinski,@JoeCz,90
54637,,,90
54638,,,86
54639,Roger Voss,@vossroger,86
54640,Michael Schachner,@wineschach,86
54641,Joe Czerwinski,@JoeCz,86
54642,,,86
54643,,,86
54644,,,86
54645,Joe Czerwinski,@JoeCz,86
54646,Michael Schachner,@wineschach,86
54647,Michael Schachner,@wineschach,86
54648,,,86
54649,,,86
54650,,,86
54651,Michael Schachner,@wineschach,86
54652,Roger Voss,@vossroger,86
54653,,,86
54654,Roger Voss,@vossroger,86
54655,,,86
54656,,,86
54657,Roger Voss,@vossroger,86
54658,,,86
54659,Roger Voss,@vossroger,86
54660,,,86
54661,,,86
54662,Anne Krebiehl MW,@AnneInVino,92
54663,Virginie Boone,@vboone,92
54664,Matt Kettmann,@mattkettmann,92
54665,Sean P. Sullivan,@wawinereport,92
54666,Sean P. Sullivan,@wawinereport,92
54667,Lauren Buzzeo,@laurbuzz,92
54668,Virginie Boone,@vboone,92
54669,Sean P. Sullivan,@wawinereport,92
54670,Sean P. Sullivan,@wawinereport,92
54671,Jim Gordon,@gordone_cellars,92
54672,Sean P. Sullivan,@wawinereport,92
54673,Sean P. Sullivan,@wawinereport,92
54674,Virginie Boone,@vboone,92
54675,Matt Kettmann,@mattkettmann,92
54676,Matt Kettmann,@mattkettmann,92
54677,Matt Kettmann,@mattkettmann,92
54678,Roger Voss,@vossroger,92
54679,Michael Schachner,@wineschach,92
54680,Sean P. Sullivan,@wawinereport,92
54681,Matt Kettmann,@mattkettmann,92
54682,Matt Kettmann,@mattkettmann,92
54683,Sean P. Sullivan,@wawinereport,92
54684,Michael Schachner,@wineschach,92
54685,Anne Krebiehl MW,@AnneInVino,92
54686,Anne Krebiehl MW,@AnneInVino,92
54687,Sean P. Sullivan,@wawinereport,92
54688,Anne Krebiehl MW,@AnneInVino,92
54689,Anne Krebiehl MW,@AnneInVino,92
54690,Roger Voss,@vossroger,92
54691,Sean P. Sullivan,@wawinereport,92
54692,Michael Schachner,@wineschach,86
54693,,,86
54694,,,86
54695,,,86
54696,,,86
54697,,,86
54698,,,86
54699,,,86
54700,,,86
54701,Michael Schachner,@wineschach,86
54702,,,86
54703,,,86
54704,,,86
54705,Roger Voss,@vossroger,86
54706,Roger Voss,@vossroger,86
54707,,,86
54708,,,86
54709,,,86
54710,Paul Gregutt,@paulgwine ,86
54711,,,86
54712,,,86
54713,,,86
54714,,,86
54715,,,86
54716,,,86
54717,Kerin O’Keefe,@kerinokeefe,93
54718,Matt Kettmann,@mattkettmann,93
54719,Matt Kettmann,@mattkettmann,93
54720,Roger Voss,@vossroger,93
54721,Roger Voss,@vossroger,93
54722,Roger Voss,@vossroger,93
54723,Kerin O’Keefe,@kerinokeefe,93
54724,Kerin O’Keefe,@kerinokeefe,93
54725,Kerin O’Keefe,@kerinokeefe,93
54726,Roger Voss,@vossroger,93
54727,Paul Gregutt,@paulgwine ,93
54728,Paul Gregutt,@paulgwine ,93
54729,Joe Czerwinski,@JoeCz,93
54730,Roger Voss,@vossroger,93
54731,Roger Voss,@vossroger,93
54732,Roger Voss,@vossroger,93
54733,Kerin O’Keefe,@kerinokeefe,93
54734,Sean P. Sullivan,@wawinereport,93
54735,Roger Voss,@vossroger,92
54736,Roger Voss,@vossroger,92
54737,Roger Voss,@vossroger,92
54738,Joe Czerwinski,@JoeCz,92
54739,Matt Kettmann,@mattkettmann,92
54740,Roger Voss,@vossroger,92
54741,Kerin O’Keefe,@kerinokeefe,92
54742,Roger Voss,@vossroger,92
54743,Matt Kettmann,@mattkettmann,92
54744,Anna Lee C. Iijima,,92
54745,Roger Voss,@vossroger,92
54746,Roger Voss,@vossroger,92
54747,,,94
54748,Michael Schachner,@wineschach,94
54749,,,94
54750,Roger Voss,@vossroger,94
54751,Paul Gregutt,@paulgwine ,94
54752,,,94
54753,,,94
54754,Paul Gregutt,@paulgwine ,94
54755,,,94
54756,,,94
54757,Paul Gregutt,@paulgwine ,94
54758,Roger Voss,@vossroger,94
54759,Roger Voss,@vossroger,94
54760,,,94
54761,Paul Gregutt,@paulgwine ,94
54762,,,94
54763,Paul Gregutt,@paulgwine ,94
54764,Paul Gregutt,@paulgwine ,94
54765,Roger Voss,@vossroger,94
54766,,,93
54767,,,93
54768,,,93
54769,,,93
54770,Michael Schachner,@wineschach,92
54771,Roger Voss,@vossroger,92
54772,Roger Voss,@vossroger,92
54773,Roger Voss,@vossroger,92
54774,,,92
54775,Michael Schachner,@wineschach,92
54776,,,92
54777,,,92
54778,Paul Gregutt,@paulgwine ,92
54779,Michael Schachner,@wineschach,92
54780,,,92
54781,Virginie Boone,@vboone,92
54782,Roger Voss,@vossroger,92
54783,,,92
54784,Michael Schachner,@wineschach,92
54785,Paul Gregutt,@paulgwine ,92
54786,Paul Gregutt,@paulgwine ,92
54787,,,92
54788,Virginie Boone,@vboone,92
54789,,,92
54790,Roger Voss,@vossroger,92
54791,,,92
54792,,,92
54793,,,92
54794,Virginie Boone,@vboone,92
54795,,,92
54796,Roger Voss,@vossroger,92
54797,,,92
54798,Roger Voss,@vossroger,92
54799,,,91
54800,,,87
54801,,,87
54802,,,87
54803,,,87
54804,Paul Gregutt,@paulgwine ,87
54805,,,87
54806,,,87
54807,,,87
54808,Paul Gregutt,@paulgwine ,87
54809,,,87
54810,,,87
54811,Michael Schachner,@wineschach,87
54812,Lauren Buzzeo,@laurbuzz,87
54813,,,87
54814,Roger Voss,@vossroger,87
54815,Paul Gregutt,@paulgwine ,87
54816,,,87
54817,Paul Gregutt,@paulgwine ,87
54818,Paul Gregutt,@paulgwine ,87
54819,,,87
54820,,,87
54821,,,87
54822,Michael Schachner,@wineschach,87
54823,Michael Schachner,@wineschach,87
54824,Paul Gregutt,@paulgwine ,87
54825,Michael Schachner,@wineschach,85
54826,,,85
54827,Paul Gregutt,@paulgwine ,85
54828,,,85
54829,Michael Schachner,@wineschach,85
54830,,,85
54831,Susan Kostrzewa,@suskostrzewa,85
54832,,,85
54833,,,85
54834,,,85
54835,,,85
54836,Michael Schachner,@wineschach,85
54837,,,85
54838,,,85
54839,,,85
54840,,,85
54841,,,85
54842,Joe Czerwinski,@JoeCz,85
54843,,,85
54844,,,85
54845,Michael Schachner,@wineschach,85
54846,Michael Schachner,@wineschach,85
54847,Michael Schachner,@wineschach,85
54848,Michael Schachner,@wineschach,85
54849,,,85
54850,,,85
54851,,,85
54852,,,85
54853,,,85
54854,,,85
54855,,,94
54856,Roger Voss,@vossroger,94
54857,,,94
54858,,,94
54859,,,94
54860,Roger Voss,@vossroger,94
54861,Joe Czerwinski,@JoeCz,94
54862,,,94
54863,,,94
54864,,,94
54865,,,94
54866,Paul Gregutt,@paulgwine ,94
54867,Paul Gregutt,@paulgwine ,94
54868,,,94
54869,,,93
54870,,,93
54871,,,93
54872,,,93
54873,Michael Schachner,@wineschach,93
54874,Michael Schachner,@wineschach,93
54875,Michael Schachner,@wineschach,93
54876,Joe Czerwinski,@JoeCz,93
54877,Paul Gregutt,@paulgwine ,93
54878,,,93
54879,,,93
54880,Virginie Boone,@vboone,90
54881,Roger Voss,@vossroger,90
54882,Sean P. Sullivan,@wawinereport,90
54883,Anne Krebiehl MW,@AnneInVino,90
54884,Virginie Boone,@vboone,90
54885,Sean P. Sullivan,@wawinereport,90
54886,Michael Schachner,@wineschach,90
54887,Kerin O’Keefe,@kerinokeefe,90
54888,Anne Krebiehl MW,@AnneInVino,90
54889,Kerin O’Keefe,@kerinokeefe,90
54890,Anna Lee C. Iijima,,90
54891,Sean P. Sullivan,@wawinereport,90
54892,Joe Czerwinski,@JoeCz,90
54893,Kerin O’Keefe,@kerinokeefe,90
54894,Virginie Boone,@vboone,90
54895,Jim Gordon,@gordone_cellars,90
54896,Matt Kettmann,@mattkettmann,90
54897,Kerin O’Keefe,@kerinokeefe,90
54898,Kerin O’Keefe,@kerinokeefe,90
54899,Roger Voss,@vossroger,90
54900,Roger Voss,@vossroger,90
54901,Matt Kettmann,@mattkettmann,90
54902,Joe Czerwinski,@JoeCz,90
54903,Mike DeSimone,@worldwineguys,90
54904,Kerin O’Keefe,@kerinokeefe,90
54905,Kerin O’Keefe,@kerinokeefe,90
54906,Kerin O’Keefe,@kerinokeefe,90
54907,Sean P. Sullivan,@wawinereport,90
54908,Virginie Boone,@vboone,90
54909,Matt Kettmann,@mattkettmann,90
54910,Paul Gregutt,@paulgwine ,88
54911,Jim Gordon,@gordone_cellars,88
54912,Anna Lee C. Iijima,,88
54913,Jim Gordon,@gordone_cellars,88
54914,Jim Gordon,@gordone_cellars,88
54915,,,88
54916,,,88
54917,Paul Gregutt,@paulgwine ,88
54918,Virginie Boone,@vboone,88
54919,Jim Gordon,@gordone_cellars,88
54920,Jim Gordon,@gordone_cellars,88
54921,Virginie Boone,@vboone,88
54922,Roger Voss,@vossroger,88
54923,,,88
54924,Paul Gregutt,@paulgwine ,88
54925,Matt Kettmann,@mattkettmann,88
54926,Virginie Boone,@vboone,88
54927,Virginie Boone,@vboone,88
54928,Michael Schachner,@wineschach,88
54929,Michael Schachner,@wineschach,88
54930,Roger Voss,@vossroger,88
54931,Paul Gregutt,@paulgwine ,88
54932,Michael Schachner,@wineschach,88
54933,,,88
54934,Anne Krebiehl MW,@AnneInVino,88
54935,Matt Kettmann,@mattkettmann,88
54936,Roger Voss,@vossroger,88
54937,Paul Gregutt,@paulgwine ,88
54938,Kerin O’Keefe,@kerinokeefe,88
54939,,,88
54940,Roger Voss,@vossroger,93
54941,Roger Voss,@vossroger,93
54942,Michael Schachner,@wineschach,93
54943,Roger Voss,@vossroger,93
54944,Roger Voss,@vossroger,93
54945,Paul Gregutt,@paulgwine ,93
54946,Anna Lee C. Iijima,,93
54947,Anna Lee C. Iijima,,93
54948,Joe Czerwinski,@JoeCz,93
54949,Roger Voss,@vossroger,93
54950,Roger Voss,@vossroger,93
54951,Roger Voss,@vossroger,93
54952,Matt Kettmann,@mattkettmann,93
54953,Kerin O’Keefe,@kerinokeefe,93
54954,Paul Gregutt,@paulgwine ,93
54955,Paul Gregutt,@paulgwine ,93
54956,Jim Gordon,@gordone_cellars,93
54957,Virginie Boone,@vboone,93
54958,Roger Voss,@vossroger,93
54959,Roger Voss,@vossroger,93
54960,Michael Schachner,@wineschach,93
54961,Virginie Boone,@vboone,93
54962,Matt Kettmann,@mattkettmann,93
54963,Matt Kettmann,@mattkettmann,93
54964,Roger Voss,@vossroger,93
54965,Paul Gregutt,@paulgwine ,93
54966,Matt Kettmann,@mattkettmann,93
54967,Kerin O’Keefe,@kerinokeefe,93
54968,Anna Lee C. Iijima,,90
54969,Anna Lee C. Iijima,,90
54970,Roger Voss,@vossroger,90
54971,Roger Voss,@vossroger,90
54972,Kerin O’Keefe,@kerinokeefe,90
54973,,,90
54974,Roger Voss,@vossroger,90
54975,Roger Voss,@vossroger,90
54976,Roger Voss,@vossroger,90
54977,Roger Voss,@vossroger,90
54978,Roger Voss,@vossroger,90
54979,Roger Voss,@vossroger,90
54980,Roger Voss,@vossroger,90
54981,Roger Voss,@vossroger,90
54982,Roger Voss,@vossroger,90
54983,Roger Voss,@vossroger,90
54984,Roger Voss,@vossroger,90
54985,,,90
54986,Roger Voss,@vossroger,90
54987,Roger Voss,@vossroger,90
54988,Kerin O’Keefe,@kerinokeefe,90
54989,Kerin O’Keefe,@kerinokeefe,90
54990,Roger Voss,@vossroger,90
54991,Roger Voss,@vossroger,90
54992,Roger Voss,@vossroger,90
54993,,,90
54994,Roger Voss,@vossroger,90
54995,Roger Voss,@vossroger,90
54996,,,90
54997,Roger Voss,@vossroger,90
54998,Matt Kettmann,@mattkettmann,89
54999,Michael Schachner,@wineschach,89
55000,Anne Krebiehl MW,@AnneInVino,89
55001,Anne Krebiehl MW,@AnneInVino,89
55002,Jim Gordon,@gordone_cellars,89
55003,Anna Lee C. Iijima,,89
55004,Roger Voss,@vossroger,89
55005,Jim Gordon,@gordone_cellars,89
55006,Paul Gregutt,@paulgwine ,89
55007,Roger Voss,@vossroger,89
55008,Anne Krebiehl MW,@AnneInVino,89
55009,Roger Voss,@vossroger,89
55010,Jim Gordon,@gordone_cellars,89
55011,Kerin O’Keefe,@kerinokeefe,89
55012,Anne Krebiehl MW,@AnneInVino,89
55013,Roger Voss,@vossroger,89
55014,Kerin O’Keefe,@kerinokeefe,89
55015,Anne Krebiehl MW,@AnneInVino,89
55016,Sean P. Sullivan,@wawinereport,89
55017,Matt Kettmann,@mattkettmann,89
55018,Matt Kettmann,@mattkettmann,89
55019,Kerin O’Keefe,@kerinokeefe,89
55020,Kerin O’Keefe,@kerinokeefe,89
55021,Paul Gregutt,@paulgwine ,89
55022,Lauren Buzzeo,@laurbuzz,89
55023,,,89
55024,Michael Schachner,@wineschach,89
55025,Kerin O’Keefe,@kerinokeefe,89
55026,,,89
55027,Anne Krebiehl MW,@AnneInVino,89
55028,,,85
55029,Roger Voss,@vossroger,85
55030,,,85
55031,Michael Schachner,@wineschach,85
55032,Joe Czerwinski,@JoeCz,85
55033,,,85
55034,,,85
55035,Roger Voss,@vossroger,85
55036,Roger Voss,@vossroger,85
55037,,,85
55038,Michael Schachner,@wineschach,85
55039,Michael Schachner,@wineschach,85
55040,,,85
55041,Joe Czerwinski,@JoeCz,85
55042,Michael Schachner,@wineschach,85
55043,Michael Schachner,@wineschach,85
55044,,,85
55045,Joe Czerwinski,@JoeCz,85
55046,Joe Czerwinski,@JoeCz,85
55047,Roger Voss,@vossroger,85
55048,,,85
55049,Michael Schachner,@wineschach,85
55050,Michael Schachner,@wineschach,85
55051,Michael Schachner,@wineschach,85
55052,Michael Schachner,@wineschach,84
55053,Michael Schachner,@wineschach,84
55054,,,87
55055,Matt Kettmann,@mattkettmann,87
55056,Matt Kettmann,@mattkettmann,87
55057,Kerin O’Keefe,@kerinokeefe,87
55058,Jim Gordon,@gordone_cellars,87
55059,Michael Schachner,@wineschach,87
55060,Kerin O’Keefe,@kerinokeefe,87
55061,Kerin O’Keefe,@kerinokeefe,87
55062,Matt Kettmann,@mattkettmann,87
55063,Sean P. Sullivan,@wawinereport,87
55064,Roger Voss,@vossroger,87
55065,Michael Schachner,@wineschach,87
55066,Michael Schachner,@wineschach,87
55067,Roger Voss,@vossroger,87
55068,Roger Voss,@vossroger,87
55069,Roger Voss,@vossroger,87
55070,Roger Voss,@vossroger,87
55071,Michael Schachner,@wineschach,87
55072,Michael Schachner,@wineschach,87
55073,Roger Voss,@vossroger,87
55074,Roger Voss,@vossroger,87
55075,Roger Voss,@vossroger,87
55076,Roger Voss,@vossroger,87
55077,Roger Voss,@vossroger,87
55078,Roger Voss,@vossroger,87
55079,Roger Voss,@vossroger,87
55080,Roger Voss,@vossroger,87
55081,Roger Voss,@vossroger,87
55082,Kerin O’Keefe,@kerinokeefe,87
55083,Roger Voss,@vossroger,87
55084,,,86
55085,,,86
55086,,,86
55087,Sean P. Sullivan,@wawinereport,86
55088,Michael Schachner,@wineschach,86
55089,Sean P. Sullivan,@wawinereport,86
55090,,,86
55091,Anna Lee C. Iijima,,86
55092,,,86
55093,Paul Gregutt,@paulgwine ,86
55094,Paul Gregutt,@paulgwine ,85
55095,,,85
55096,,,85
55097,Michael Schachner,@wineschach,85
55098,,,85
55099,,,85
55100,,,85
55101,,,85
55102,Sean P. Sullivan,@wawinereport,85
55103,Michael Schachner,@wineschach,85
55104,,,85
55105,Sean P. Sullivan,@wawinereport,85
55106,,,85
55107,,,85
55108,,,85
55109,,,85
55110,,,85
55111,Roger Voss,@vossroger,85
55112,Kerin O’Keefe,@kerinokeefe,85
55113,Roger Voss,@vossroger,85
55114,Virginie Boone,@vboone,85
55115,Paul Gregutt,@paulgwine ,85
55116,Paul Gregutt,@paulgwine ,85
55117,Lauren Buzzeo,@laurbuzz,85
55118,Roger Voss,@vossroger,85
55119,Roger Voss,@vossroger,85
55120,Virginie Boone,@vboone,85
55121,Alexander Peartree,,85
55122,Roger Voss,@vossroger,85
55123,Roger Voss,@vossroger,85
55124,Alexander Peartree,,85
55125,Alexander Peartree,,85
55126,Michael Schachner,@wineschach,85
55127,Alexander Peartree,,85
55128,Alexander Peartree,,85
55129,Roger Voss,@vossroger,85
55130,Roger Voss,@vossroger,85
55131,Roger Voss,@vossroger,85
55132,Kerin O’Keefe,@kerinokeefe,85
55133,Michael Schachner,@wineschach,85
55134,Kerin O’Keefe,@kerinokeefe,85
55135,Kerin O’Keefe,@kerinokeefe,85
55136,Matt Kettmann,@mattkettmann,85
55137,Kerin O’Keefe,@kerinokeefe,85
55138,Michael Schachner,@wineschach,85
55139,Michael Schachner,@wineschach,85
55140,Roger Voss,@vossroger,87
55141,Michael Schachner,@wineschach,87
55142,Anna Lee C. Iijima,,87
55143,Anna Lee C. Iijima,,87
55144,Matt Kettmann,@mattkettmann,87
55145,Anne Krebiehl MW,@AnneInVino,87
55146,Jim Gordon,@gordone_cellars,87
55147,Kerin O’Keefe,@kerinokeefe,87
55148,Matt Kettmann,@mattkettmann,87
55149,Jim Gordon,@gordone_cellars,87
55150,Susan Kostrzewa,@suskostrzewa,87
55151,Anna Lee C. Iijima,,87
55152,Jim Gordon,@gordone_cellars,87
55153,Michael Schachner,@wineschach,87
55154,Michael Schachner,@wineschach,87
55155,Virginie Boone,@vboone,87
55156,Roger Voss,@vossroger,87
55157,Roger Voss,@vossroger,87
55158,Sean P. Sullivan,@wawinereport,87
55159,Matt Kettmann,@mattkettmann,87
55160,Kerin O’Keefe,@kerinokeefe,87
55161,Jim Gordon,@gordone_cellars,87
55162,Kerin O’Keefe,@kerinokeefe,87
55163,Michael Schachner,@wineschach,87
55164,Anna Lee C. Iijima,,87
55165,Sean P. Sullivan,@wawinereport,87
55166,Roger Voss,@vossroger,87
55167,Michael Schachner,@wineschach,87
55168,Roger Voss,@vossroger,87
55169,Roger Voss,@vossroger,87
55170,Roger Voss,@vossroger,87
55171,,,87
55172,,,87
55173,Michael Schachner,@wineschach,87
55174,,,87
55175,,,87
55176,Roger Voss,@vossroger,87
55177,,,87
55178,,,87
55179,Michael Schachner,@wineschach,87
55180,,,87
55181,Roger Voss,@vossroger,87
55182,Lauren Buzzeo,@laurbuzz,86
55183,Michael Schachner,@wineschach,86
55184,Michael Schachner,@wineschach,86
55185,Michael Schachner,@wineschach,86
55186,Roger Voss,@vossroger,86
55187,,,86
55188,Michael Schachner,@wineschach,86
55189,Michael Schachner,@wineschach,86
55190,Roger Voss,@vossroger,92
55191,Matt Kettmann,@mattkettmann,92
55192,Kerin O’Keefe,@kerinokeefe,92
55193,Roger Voss,@vossroger,92
55194,Roger Voss,@vossroger,92
55195,Roger Voss,@vossroger,92
55196,Roger Voss,@vossroger,92
55197,Roger Voss,@vossroger,92
55198,Joe Czerwinski,@JoeCz,92
55199,Matt Kettmann,@mattkettmann,92
55200,Paul Gregutt,@paulgwine ,92
55201,Kerin O’Keefe,@kerinokeefe,92
55202,Anna Lee C. Iijima,,92
55203,Matt Kettmann,@mattkettmann,92
55204,Kerin O’Keefe,@kerinokeefe,92
55205,Roger Voss,@vossroger,92
55206,Paul Gregutt,@paulgwine ,92
55207,Paul Gregutt,@paulgwine ,92
55208,Virginie Boone,@vboone,92
55209,Virginie Boone,@vboone,92
55210,Roger Voss,@vossroger,92
55211,Roger Voss,@vossroger,92
55212,Virginie Boone,@vboone,92
55213,Kerin O’Keefe,@kerinokeefe,92
55214,Michael Schachner,@wineschach,92
55215,Roger Voss,@vossroger,92
55216,Roger Voss,@vossroger,92
55217,Michael Schachner,@wineschach,92
55218,Kerin O’Keefe,@kerinokeefe,92
55219,Paul Gregutt,@paulgwine ,92
55220,,,87
55221,Paul Gregutt,@paulgwine ,87
55222,,,87
55223,,,87
55224,,,87
55225,,,87
55226,,,87
55227,,,87
55228,,,87
55229,Joe Czerwinski,@JoeCz,87
55230,,,87
55231,,,87
55232,,,87
55233,,,87
55234,,,87
55235,,,87
55236,,,87
55237,,,87
55238,,,87
55239,,,87
55240,,,87
55241,Paul Gregutt,@paulgwine ,87
55242,Roger Voss,@vossroger,91
55243,Roger Voss,@vossroger,91
55244,Roger Voss,@vossroger,91
55245,,,91
55246,,,91
55247,Roger Voss,@vossroger,91
55248,,,91
55249,,,91
55250,Paul Gregutt,@paulgwine ,91
55251,,,91
55252,,,91
55253,Roger Voss,@vossroger,91
55254,Roger Voss,@vossroger,91
55255,Paul Gregutt,@paulgwine ,91
55256,Joe Czerwinski,@JoeCz,91
55257,Roger Voss,@vossroger,91
55258,Virginie Boone,@vboone,91
55259,,,91
55260,Paul Gregutt,@paulgwine ,91
55261,Virginie Boone,@vboone,91
55262,Roger Voss,@vossroger,91
55263,,,91
55264,Michael Schachner,@wineschach,91
55265,Roger Voss,@vossroger,91
55266,Michael Schachner,@wineschach,91
55267,Roger Voss,@vossroger,91
55268,Paul Gregutt,@paulgwine ,91
55269,,,91
55270,Roger Voss,@vossroger,91
55271,Roger Voss,@vossroger,90
55272,Michael Schachner,@wineschach,87
55273,Jeff Jenssen,@worldwineguys,87
55274,Anne Krebiehl MW,@AnneInVino,87
55275,Anne Krebiehl MW,@AnneInVino,87
55276,Matt Kettmann,@mattkettmann,87
55277,Matt Kettmann,@mattkettmann,87
55278,Michael Schachner,@wineschach,87
55279,Sean P. Sullivan,@wawinereport,87
55280,Anna Lee C. Iijima,,87
55281,Virginie Boone,@vboone,87
55282,Matt Kettmann,@mattkettmann,87
55283,Michael Schachner,@wineschach,87
55284,Sean P. Sullivan,@wawinereport,87
55285,Anna Lee C. Iijima,,86
55286,Jim Gordon,@gordone_cellars,86
55287,Lauren Buzzeo,@laurbuzz,86
55288,Michael Schachner,@wineschach,86
55289,Matt Kettmann,@mattkettmann,86
55290,Michael Schachner,@wineschach,86
55291,Jim Gordon,@gordone_cellars,86
55292,Alexander Peartree,,86
55293,Alexander Peartree,,86
55294,Sean P. Sullivan,@wawinereport,86
55295,Jim Gordon,@gordone_cellars,86
55296,Michael Schachner,@wineschach,86
55297,Alexander Peartree,,86
55298,Michael Schachner,@wineschach,86
55299,Alexander Peartree,,86
55300,Alexander Peartree,,86
55301,Anna Lee C. Iijima,,86
55302,,,85
55303,Roger Voss,@vossroger,85
55304,Roger Voss,@vossroger,85
55305,,,85
55306,,,85
55307,,,85
55308,Roger Voss,@vossroger,85
55309,,,85
55310,Michael Schachner,@wineschach,85
55311,Michael Schachner,@wineschach,85
55312,,,84
55313,,,84
55314,Michael Schachner,@wineschach,84
55315,Michael Schachner,@wineschach,84
55316,,,84
55317,,,84
55318,Michael Schachner,@wineschach,84
55319,,,84
55320,,,84
55321,Roger Voss,@vossroger,87
55322,Roger Voss,@vossroger,87
55323,Roger Voss,@vossroger,87
55324,Roger Voss,@vossroger,87
55325,Roger Voss,@vossroger,87
55326,Roger Voss,@vossroger,87
55327,Roger Voss,@vossroger,87
55328,Roger Voss,@vossroger,87
55329,Paul Gregutt,@paulgwine ,87
55330,Paul Gregutt,@paulgwine ,87
55331,,,87
55332,Virginie Boone,@vboone,87
55333,Michael Schachner,@wineschach,87
55334,Paul Gregutt,@paulgwine ,87
55335,Paul Gregutt,@paulgwine ,87
55336,Joe Czerwinski,@JoeCz,87
55337,,,87
55338,,,87
55339,Paul Gregutt,@paulgwine ,87
55340,Paul Gregutt,@paulgwine ,87
55341,Paul Gregutt,@paulgwine ,87
55342,Michael Schachner,@wineschach,87
55343,Michael Schachner,@wineschach,87
55344,Joe Czerwinski,@JoeCz,87
55345,Paul Gregutt,@paulgwine ,87
55346,Virginie Boone,@vboone,87
55347,,,87
55348,,,87
55349,,,92
55350,,,92
55351,,,92
55352,Michael Schachner,@wineschach,91
55353,,,91
55354,Michael Schachner,@wineschach,91
55355,,,91
55356,Michael Schachner,@wineschach,91
55357,,,91
55358,,,91
55359,Michael Schachner,@wineschach,91
55360,Michael Schachner,@wineschach,91
55361,,,91
55362,,,91
55363,Roger Voss,@vossroger,91
55364,Roger Voss,@vossroger,91
55365,Sean P. Sullivan,@wawinereport,91
55366,,,91
55367,Paul Gregutt,@paulgwine ,91
55368,,,91
55369,Michael Schachner,@wineschach,91
55370,,,91
55371,Roger Voss,@vossroger,91
55372,Michael Schachner,@wineschach,91
55373,Paul Gregutt,@paulgwine ,91
55374,Roger Voss,@vossroger,88
55375,Joe Czerwinski,@JoeCz,88
55376,Roger Voss,@vossroger,88
55377,Joe Czerwinski,@JoeCz,88
55378,Kerin O’Keefe,@kerinokeefe,88
55379,Kerin O’Keefe,@kerinokeefe,88
55380,Virginie Boone,@vboone,88
55381,Alexander Peartree,,88
55382,Roger Voss,@vossroger,88
55383,Roger Voss,@vossroger,88
55384,Kerin O’Keefe,@kerinokeefe,88
55385,Matt Kettmann,@mattkettmann,88
55386,Roger Voss,@vossroger,88
55387,Roger Voss,@vossroger,88
55388,Roger Voss,@vossroger,88
55389,Roger Voss,@vossroger,88
55390,Michael Schachner,@wineschach,88
55391,Roger Voss,@vossroger,88
55392,Roger Voss,@vossroger,88
55393,Paul Gregutt,@paulgwine ,88
55394,Paul Gregutt,@paulgwine ,88
55395,Roger Voss,@vossroger,88
55396,Kerin O’Keefe,@kerinokeefe,88
55397,Kerin O’Keefe,@kerinokeefe,88
55398,Roger Voss,@vossroger,88
55399,Alexander Peartree,,88
55400,Jim Gordon,@gordone_cellars,88
55401,Roger Voss,@vossroger,88
55402,Roger Voss,@vossroger,88
55403,Michael Schachner,@wineschach,88
55404,Virginie Boone,@vboone,87
55405,,,87
55406,,,87
55407,Roger Voss,@vossroger,87
55408,Virginie Boone,@vboone,87
55409,Roger Voss,@vossroger,87
55410,Michael Schachner,@wineschach,87
55411,,,87
55412,Paul Gregutt,@paulgwine ,87
55413,,,87
55414,,,87
